Lead ID,Last Name,Lead Source,Lead Status,Address - City,Age,Gender,Policy Type,Premium Amount,Follow Up Count,Agent Name,Lead Date
LEAD0228,Rehaan Rout,Agent Referral,Closed Won,Hyderabad,42.0,Male,Family Floater,19974.0,7.0,Amit Verma,2023-10-26
LEAD0009,Vasatika Kala,Website,Lead,Surat,62.0,Male,Senior Citizen,43442.0,4.0,Vikram Joshi,2024-01-06
LEAD0086,Faqid Vasa,Walk-in,Quote Sent,Mumbai,21.0,Female,Individual Health,6288.0,7.0,Suresh Pillai,2023-06-08
LEAD0731,Yauvani Khurana,Agent Referral,Closed Lost,Hyderabad,37.0,male,Individual Health,9170.0,6.0,Amit Verma,2024-03-18
LEAD0698,Libni Sant,Google Ads,Closed Lost,Kolkata,58.0,Female,Senior Citizen,40194.0,2.0,Sneha Reddy,2024-04-13
LEAD0955,Omya Sem,Google Ads,Negotiation,Mumbai,26.0,Male,Individual Health,11710.0,5.0,Priya Nair,2023-04-05
LEAD0820,Robert Bahl,Email Campaign,Quote Sent,Pune,54.0,Male,Individual Health,16196.0,4.0,Anjali Singh,2024-01-13
LEAD0097,Warhi Bera,Social Media,Lead,Indore,37.0,Female,Group Health,27826.0,4.0,Anjali Singh,2024-01-10
LEAD0342,Tara Narain,Website,Quote Sent,Chennai,34.0,Female,Family Floater,22533.0,2.0,Deepa Iyer,2023-05-18
LEAD0122,Vedika Thaker,Agent Referral,Lead,Hyderabad,18.0,Female,Individual Health,12143.0,1.0,Anjali Singh,2024-09-24
LEAD0157,Kabir Kulkarni,Website,Closed Won,Patna,46.0,Male,Individual Health,213093.870822488,4.0,Anjali Singh,2023-11-24
LEAD0932,Nitesh Dada,Social Media,Contacted,Bengaluru,45.0,Female,Individual Health,14329.0,2.0,Sneha Reddy,2024-05-01
LEAD0629,Charan Dutta,Website,Negotiation,Nagpur,30.0,Female,Individual Health,8502.0,5.0,Deepa Iyer,2023-12-01
LEAD0770,Shivani Ramesh,Direct Agent,Closed Lost,Delhi,38.0,Female,Individual Health,14679.0,3.0,Sneha Reddy,2024-06-12
LEAD0471,Aadi Kara,Social Media,Quote Sent,Delhi,41.0,Female,Individual Health,17319.0,1.0,Suresh Pillai,2023-03-21
LEAD0558,Osha Dugar,Website,Closed Won,Kolkata,18.0,Male,Family Floater,12387.0,7.0,Sneha Reddy,2023-09-23
LEAD0294,Yauvani Koshy,Direct Agent,Closed Won,Kolkata,40.0,Male,Individual Health,10602.0,3.0,Vikram Joshi,2023-01-31
LEAD0802,Xavier Kulkarni,Direct Agent,Closed Won,Delhi,38.0,Male,Individual Health,13466.0,5.0,Deepa Iyer,2023-10-06
LEAD0728,Ishani Konda,Website,Contacted,Kolkata,54.0,Male,Critical Illness,24768.0,5.0,Anjali Singh,2023-05-26
LEAD0165,Wriddhish Narang,Google Ads,Lead,Chennai,40.0,Female,Individual Health,11387.0,4.0,Sneha Reddy,2024-12-02
LEAD0729,Yug Ahuja,Website,Lead,Unknown,18.0,Female,Individual Health,9064.0,3.0,Meena Gupta,2024-09-27
LEAD0283,Caleb Halder,Direct Agent,Closed Won,Ahmedabad,44.0,Male,Family Floater,19758.0,2.0,Deepa Iyer,2023-05-14
LEAD0365,William Ghosh,Agent Referral,Contacted,Kolkata,42.0,Male,Group Health,19974.0,5.0,Sneha Reddy,2024-06-04
LEAD0311,Abhiram Kunda,Website,Quote Sent,Pune,36.0,F,Individual Health,13758.0,5.0,Deepa Iyer,2023-03-25
LEAD0511,William Kalla,Agent Referral,Quote Sent,Delhi,25.0,Male,Family Floater,30232.0,5.0,Karan Mehta,2023-08-01
LEAD0180,Barkha Biswas,Direct Agent,Quote Sent,Kolkata,41.0,Male,Group Health,70235.0,7.0,Amit Verma,2023-08-01
LEAD0070,Zaitra Narayan,Agent Referral,Closed Won,Coimbatore,23.0,Female,Individual Health,11470.0,6.0,Priya Nair,2023-06-27
LEAD0914,Udarsh Bhatti,Agent Referral,Closed Won,Indore,18.0,Female,Individual Health,5474.0,3.0,Rajesh Sharma,2024-09-03
LEAD0875,Girik Raval,Direct Agent,Closed Won,Delhi,23.0,Female,Family Floater,12721.0,4.0,Deepa Iyer,2023-11-08
LEAD0670,Chandani Vig,Unknown,Closed Won,Surat,43.0,Other,Critical Illness,13338.0,3.0,Anjali Singh,2023-02-24
LEAD0928,Chanchal Sawhney,Other,Closed Won,Bengaluru,42.0,Male,Family Floater,19974.0,1.0,Sneha Reddy,2023-10-13
LEAD0059,Jonathan Sankaran,Website,Negotiation,Jaipur,56.0,Female,Senior Citizen,72998.0,1.0,Amit Verma,2024-07-05
LEAD0864,Hemangini Nagy,Direct Agent,Closed Lost,Pune,40.0,Male,Group Health,71202.0,7.0,Meena Gupta,2024-06-11
LEAD0976,Anika Lala,Agent Referral,Closed Won,Delhi,57.0,Female,Senior Citizen,64612.0,1.0,Priya Nair,2024-07-17
LEAD0823,Amol Misra,Email Campaign,Quote Sent,Kolkata,18.0,Male,Family Floater,32332.0,5.0,Anjali Singh,2023-11-05
LEAD0266,Caleb Soman,Direct Agent,Negotiation,Lucknow,26.0,Male,Family Floater,21336.0,3.0,Deepa Iyer,2024-09-14
LEAD0750,Ijaya Srivastava,Agent Referral,Negotiation,Pune,39.0,Male,Individual Health,13140.0,2.0,Rajesh Sharma,2024-08-21
LEAD0884,Falak Vala,Direct Agent,Closed Lost,Hyderabad,28.0,Female,Individual Health,6145.0,5.0,Priya Nair,2024-12-14
LEAD0381,Chameli Dhar,Agent Referral,Contacted,Jaipur,41.0,Male,Family Floater,25004.0,3.0,Vikram Joshi,2024-06-04
LEAD0605,Kabir Khatri,Agent Referral,Closed Lost,Chennai,41.0,Male,Senior Citizen,31315.0,5.0,Karan Mehta,2024-02-29
LEAD0667,Gaurav Puri,Direct Agent,Contacted,Pune,30.0,Male,Family Floater,12946.0,1.0,Meena Gupta,2024-07-26
LEAD0747,Vasana Parekh,Direct Agent,Quote Sent,Kolkata,18.0,Female,Family Floater,29054.0,3.0,Karan Mehta,2023-08-27
LEAD0712,Gopal Dora,Google Ads,Closed Won,Mumbai,58.0,Male,Critical Illness,35581.0,3.0,Rajesh Sharma,2023-05-14
LEAD0148,Naksh Rege,Walk-in,Contacted,Mumbai,36.0,Male,Family Floater,11879.0,3.0,Vikram Joshi,2023-09-17
LEAD0252,Madhav Lall,Direct Agent,Contacted,Ahmedabad,42.0,Female,Critical Illness,22387.0,5.0,Priya Nair,2023-03-31
LEAD0788,Wakeeta Sule,Agent Referral,Lead,Delhi,71.0,Male,Senior Citizen,39461.0,4.0,Karan Mehta,2024-10-12
LEAD0848,Vinaya Andra,Google Ads,Contacted,Jaipur,36.0,Male,Individual Health,8198.0,3.0,Priya Nair,2023-08-09
LEAD0213,Forum Setty,Website,Negotiation,Kolkata,67.0,Male,Senior Citizen,56259.0,3.0,Priya Nair,2023-08-24
LEAD0441,Ekantika Zacharia,Walk-in,Quote Sent,Bhopal,45.0,Male,Family Floater,17801.0,2.0,Meena Gupta,2024-07-06
LEAD0858,Nicholas Mutti,Agent Referral,Closed Won,Ahmedabad,45.0,Male,Individual Health,6863.0,1.0,Anjali Singh,2024-10-11
LEAD0331,Rushil Kakar,Direct Agent,Closed Won,Bengaluru,28.0,Male,Individual Health,10895.0,3.0,Deepa Iyer,2024-10-29
LEAD0963,Sanya Deshpande,Website,Negotiation,Mumbai,37.0,Male,Individual Health,8803.0,2.0,Rajesh Sharma,2024-04-08
LEAD0277,Nidra Patil,Agent Referral,Quote Sent,Unknown,58.0,Male,Critical Illness,26567.0,3.0,Deepa Iyer,2023-08-18
LEAD0781,Darsh Palla,Email Campaign,Closed Lost,Hyderabad,38.0,Female,Critical Illness,21493.0,4.0,Priya Nair,2024-09-24
LEAD0769,Pallavi Parsa,Social Media,Quote Sent,Nagpur,29.0,Male,Family Floater,12017.0,2.0,Vikram Joshi,2024-11-02
LEAD0838,Riya Virk,Direct Agent,Closed Won,Mumbai,34.0,Male,Family Floater,29971.0,2.0,Rajesh Sharma,2024-06-11
LEAD0676,Aarna Sachdev,Social Media,Quote Sent,Surat,28.0,Male,Group Health,75204.0,2.0,Priya Nair,2023-02-19
LEAD0449,Amaira Pant,Agent Referral,Closed Won,Jaipur,38.0,Male,Individual Health,11683.0,3.0,Priya Nair,2023-09-30
LEAD0626,Sneha Sinha,Website,Negotiation,Hyderabad,18.0,Male,Individual Health,10184.0,4.0,Meena Gupta,2023-03-08
LEAD0688,Unni Subramaniam,Social Media,Quote Sent,Mumbai,34.0,Male,Individual Health,16985.0,0.0,Rajesh Sharma,2023-06-06
LEAD0525,Aadi Dave,Direct Agent,Closed Lost,Chennai,29.0,Female,Individual Health,7286.0,3.0,Karan Mehta,2024-06-30
LEAD0304,Neelima Sahni,Agent Referral,Negotiation,Bengaluru,35.0,Male,Individual Health,17086.0,2.0,Deepa Iyer,2023-04-01
LEAD0488,Siya Hayre,Website,Negotiation,Kolkata,45.0,Male,Individual Health,8823.0,2.0,Sneha Reddy,2023-05-15
LEAD0720,Anay Narayanan,Direct Agent,Negotiation,Chennai,61.0,Female,Individual Health,19974.0,4.0,Rajesh Sharma,2024-10-07
LEAD0812,Manan Mishra,Social Media,Closed Won,Lucknow,42.0,Female,Individual Health,11047.0,5.0,Karan Mehta,2024-12-16
LEAD0020,Hiral Thakkar,Agent Referral,Closed Won,Unknown,41.0,Female,Family Floater,17729.0,3.0,Suresh Pillai,2023-09-12
LEAD0325,Netra Nadig,Email Campaign,Closed Won,Bengaluru,36.0,Female,Family Floater,18731.0,6.0,Rajesh Sharma,2023-02-01
LEAD0261,Yash Mani,Agent Referral,Closed Won,Hyderabad,64.0,Male,Senior Citizen,50606.0,8.0,Rajesh Sharma,2024-10-02
LEAD0827,Zayyan Nayar,Social Media,Contacted,Ahmedabad,43.0,Female,Group Health,31603.0,1.0,Priya Nair,2023-09-23
LEAD0410,Gaurika Sarraf,Agent Referral,Contacted,Patna,40.0,Female,Family Floater,63082.452070562,2.0,Priya Nair,2023-01-06
LEAD0401,Girindra Kale,Direct Agent,Closed Won,Unknown,39.0,Male,Family Floater,29890.0,0.0,Amit Verma,2024-05-08
LEAD0980,Suhani Dhawan,Google Ads,Lead,Nagpur,18.0,Male,Family Floater,19418.0,2.0,Priya Nair,2024-10-14
LEAD0055,Zayyan Bir,Agent Referral,Closed Won,Delhi,63.0,Male,Senior Citizen,60189.0,3.0,Priya Nair,2024-12-17
LEAD0947,Sathvik Shankar,Website,Negotiation,Bengaluru,36.0,Female,Group Health,25756.0,3.0,Rajesh Sharma,2024-03-23
LEAD0151,Tanay Ratti,Google Ads,Lead,Mumbai,41.0,Male,Individual Health,12475.0,4.0,Sneha Reddy,2024-12-07
LEAD0679,Pooja Kapadia,Google Ads,Lead,Delhi,47.0,Female,Critical Illness,19974.0,4.0,Sneha Reddy,2024-02-02
LEAD0700,Hritik Acharya,Agent Referral,Closed Lost,Bhopal,33.0,Male,Family Floater,24804.0,4.0,Rajesh Sharma,2023-07-26
LEAD0687,Ojas Dalal,Google Ads,Closed Lost,Nagpur,24.0,Male,Individual Health,13919.0,4.0,Sneha Reddy,2023-05-29
LEAD0107,Idika Chahal,Direct Agent,Negotiation,Chennai,48.0,Male,Family Floater,128084.564633532,3.0,Priya Nair,2024-09-21
LEAD0707,Gavin Basak,Google Ads,Quote Sent,Hyderabad,65.0,Male,Critical Illness,17733.0,4.0,Vikram Joshi,2023-08-07
LEAD0025,Reyansh Karan,Agent Referral,Lead,Indore,38.0,Male,Individual Health,9029.0,1.0,Sneha Reddy,2024-08-06
LEAD0895,Deepa Gade,Social Media,Closed Lost,Mumbai,26.0,Female,Family Floater,17511.0,2.0,Suresh Pillai,2023-03-29
LEAD0534,Nisha Nagi,Website,Negotiation,Bengaluru,40.0,Female,Critical Illness,18701.0,1.0,Meena Gupta,2024-03-21
LEAD0797,Ekavir Narayanan,Agent Referral,Closed Lost,Mumbai,20.0,Male,Family Floater,11066.0,3.0,Amit Verma,2024-10-19
LEAD0083,Ekiya Dar,Other,Quote Sent,Pune,43.0,Male,Family Floater,22893.0,7.0,Vikram Joshi,2023-12-20
LEAD0822,Vaishnavi Sami,Social Media,Contacted,Chennai,58.0,Male,Senior Citizen,64855.0,2.0,Meena Gupta,2024-05-02
LEAD0841,Rayaan Bhardwaj,Google Ads,Negotiation,Mumbai,40.0,Male,Critical Illness,23712.0,2.0,Vikram Joshi,2024-08-09
LEAD0614,Upasna Sama,Agent Referral,Closed Won,Nagpur,29.0,Female,Family Floater,16821.0,0.0,Sneha Reddy,2023-12-15
LEAD0380,Manya Anne,Website,Contacted,Ahmedabad,22.0,Male,Critical Illness,14919.0,2.0,Deepa Iyer,2023-02-10
LEAD0077,Brijesh Bhandari,Walk-in,Closed Won,Bengaluru,29.0,Female,Critical Illness,15781.0,4.0,Sneha Reddy,2023-11-19
LEAD0389,Omaja Natt,Walk-in,Quote Sent,Kolkata,46.0,Female,Individual Health,10892.0,1.0,Suresh Pillai,2023-12-19
LEAD0407,Imaran Batta,Website,Quote Sent,Indore,56.0,Male,Family Floater,54641.0,1.0,Rajesh Sharma,2024-05-02
LEAD0292,Baljiwan Shan,Google Ads,Contacted,Delhi,51.0,Male,Family Floater,29113.0,3.0,Sneha Reddy,2024-07-17
LEAD0111,Vyanjana Brahmbhatt,Email Campaign,Negotiation,Chennai,38.0,Female,Family Floater,20906.0,3.0,Sneha Reddy,2023-04-08
LEAD0625,Yahvi Raj,Website,Lead,Indore,58.0,Male,Senior Citizen,71198.0,2.0,Meena Gupta,2024-05-18
LEAD0942,Forum Bhatnagar,Unknown,Contacted,Indore,46.0,Male,Family Floater,25870.0,0.0,Sneha Reddy,2024-10-22
LEAD0754,Brinda Tata,Website,Quote Sent,Delhi,62.0,Male,Senior Citizen,54046.0,3.0,Priya Nair,2023-01-04
LEAD0247,Maanav Dutt,Website,Negotiation,Kolkata,39.0,Female,Individual Health,14359.0,5.0,Priya Nair,2024-10-12
LEAD0146,Charita Dhar,Direct Agent,Negotiation,Lucknow,59.0,Male,Senior Citizen,30972.0,0.0,Anjali Singh,2023-12-07
LEAD0129,Nandini Shankar,Walk-in,Lead,Kolkata,41.0,Female,Family Floater,26821.0,4.0,Anjali Singh,2023-03-28
LEAD0960,Manan Balasubramanian,Agent Referral,Negotiation,Bengaluru,27.0,Male,Family Floater,22439.0,7.0,Amit Verma,2023-01-10
LEAD0623,Hredhaan Kapadia,Website,Closed Won,Chennai,52.0,Male,Family Floater,17081.0,5.0,Amit Verma,2023-02-11
LEAD0952,Riya Karan,Direct Agent,Closed Lost,Hyderabad,46.0,Female,Critical Illness,16902.0,3.0,Priya Nair,2023-01-11
LEAD0925,Aditya Vig,Google Ads,Closed Won,Ahmedabad,41.0,Female,Family Floater,11524.0,2.0,Priya Nair,2024-07-28
LEAD0487,Qasim Dutta,Direct Agent,Negotiation,Bengaluru,32.0,Male,Individual Health,15071.0,7.0,Vikram Joshi,2024-11-25
LEAD0888,Ekavir Bhatti,Agent Referral,Closed Won,Bengaluru,43.0,Female,Critical Illness,12963.0,1.0,Priya Nair,2023-10-14
LEAD0091,Gaurang Kari,Website,Quote Sent,Bengaluru,21.0,Male,Individual Health,13995.0,3.0,Meena Gupta,2023-11-03
LEAD0206,Kashish Barad,Direct Agent,Closed Won,Ahmedabad,25.0,Male,Family Floater,22874.0,1.0,Sneha Reddy,2023-11-04
LEAD0956,Kai Sekhon,Website,Closed Lost,Nagpur,46.0,Male,Group Health,85320.0,1.0,Priya Nair,2023-07-22
LEAD0171,Chaitanya Bhat,Website,Contacted,Hyderabad,44.0,Male,Individual Health,12976.0,5.0,Rajesh Sharma,2024-05-31
LEAD0898,Ayaan Sarkar,Direct Agent,Closed Won,Hyderabad,51.0,Male,Group Health,61913.0,3.0,Deepa Iyer,2023-04-26
LEAD0057,Forum Bhatt,Website,Negotiation,Delhi,35.0,Female,Critical Illness,11966.0,2.0,Karan Mehta,2023-11-05
LEAD0405,Manya Reddy,Google Ads,Negotiation,Mumbai,70.0,Female,Senior Citizen,19974.0,2.0,Rajesh Sharma,2024-04-04
LEAD0242,Charan Issac,Social Media,Quote Sent,Mumbai,52.0,Male,Group Health,40012.0,1.0,Vikram Joshi,2024-07-19
LEAD0600,Samesh Seshadri,Other,Negotiation,Coimbatore,45.0,Male,Family Floater,23098.0,8.0,Vikram Joshi,2024-03-28
LEAD0347,Bhavya Subramanian,Social Media,Quote Sent,Bengaluru,36.0,Female,Family Floater,17491.0,3.0,Anjali Singh,2024-06-19
LEAD0098,Waida Barad,Google Ads,Closed Lost,Chennai,58.0,Male,Senior Citizen,51236.0,2.0,Anjali Singh,2024-01-16
LEAD0117,Caleb Sandal,Direct Agent,Closed Lost,Kolkata,42.0,Male,Family Floater,30598.0,4.0,Amit Verma,2023-11-29
LEAD0202,Ojasvi Suri,Agent Referral,Closed Won,Jaipur,27.0,Female,Critical Illness,15409.0,4.0,Karan Mehta,2023-01-17
LEAD0867,Chanchal Padmanabhan,Website,Contacted,Bengaluru,45.0,Male,Individual Health,15746.0,3.0,Rajesh Sharma,2024-03-25
LEAD0480,Dev Narayanan,Social Media,Closed Lost,Mumbai,30.0,Female,Individual Health,5851.0,5.0,Priya Nair,2023-10-22
LEAD0324,Luke Varughese,Agent Referral,Closed Lost,Bhopal,41.0,Female,Individual Health,5886.0,3.0,Anjali Singh,2023-09-13
LEAD0194,Amaira Sharma,Agent Referral,Negotiation,Ahmedabad,31.0,Male,Individual Health,13732.0,4.0,Suresh Pillai,2023-03-25
LEAD0444,Nicholas Nanda,Website,Closed Lost,Jaipur,62.0,Male,Senior Citizen,30925.0,3.0,Karan Mehta,2023-10-27
LEAD0795,Parth Dhawan,Social Media,Quote Sent,Delhi,65.0,Male,Senior Citizen,29381.0,3.0,Deepa Iyer,2023-03-11
LEAD0455,Geetika Sen,Direct Agent,Quote Sent,Delhi,47.0,Female,Group Health,79508.0,2.0,Karan Mehta,2024-03-25
LEAD0529,Brijesh Raju,Agent Referral,Closed Won,Kolkata,22.0,Male,Individual Health,13122.0,4.0,Vikram Joshi,2023-09-02
LEAD0785,Osha Puri,Direct Agent,Closed Won,Surat,63.0,Female,Senior Citizen,40290.0,4.0,Sneha Reddy,2023-01-11
LEAD0551,Matthew Kata,Google Ads,Quote Sent,Pune,41.0,Female,Individual Health,16720.0,1.0,Anjali Singh,2023-09-19
LEAD0798,Yashodhara Sarma,Agent Referral,Closed Lost,Bhopal,39.0,Male,Individual Health,15619.0,4.0,Rajesh Sharma,2024-02-29
LEAD0149,Kamala Rout,Unknown,Closed Lost,Lucknow,68.0,Male,Individual Health,24391.0,2.0,Amit Verma,2024-02-14
LEAD0970,Yachana Dugar,Website,Quote Sent,Delhi,62.0,Male,Critical Illness,17950.0,1.0,Deepa Iyer,2024-11-15
LEAD0297,Edhitha Chaudhry,Google Ads,Contacted,Nagpur,38.0,Female,Critical Illness,12656.0,2.0,Karan Mehta,2024-08-04
LEAD0873,Lavanya Ratti,Google Ads,Contacted,Nagpur,50.0,Female,Family Floater,42075.0,0.0,Meena Gupta,2024-08-28
LEAD0602,Wazir Kakar,Direct Agent,Closed Lost,Pune,31.0,Female,Group Health,54193.0,6.0,Rajesh Sharma,2024-07-05
LEAD0432,Daksh De,Email Campaign,Negotiation,Unknown,41.0,Male,Family Floater,19009.0,6.0,Anjali Singh,2023-11-04
LEAD0396,Aradhana Luthra,Website,Quote Sent,Bhopal,64.0,Male,Senior Citizen,43704.0,3.0,Sneha Reddy,2024-08-26
LEAD0427,Siya Sibal,Other,Quote Sent,Chennai,22.0,Female,Critical Illness,9860.0,4.0,Priya Nair,2024-08-13
LEAD0800,Zansi Mutti,Agent Referral,Closed Won,Kolkata,41.0,Female,Family Floater,12269.0,3.0,Sneha Reddy,2023-07-17
LEAD0560,Henry Kala,Agent Referral,Negotiation,Hyderabad,57.0,Male,Senior Citizen,75937.0,1.0,Sneha Reddy,2024-02-18
LEAD0526,Michael Kota,Social Media,Contacted,Delhi,49.0,Male,Critical Illness,27991.0,5.0,Sneha Reddy,2024-12-01
LEAD0946,Robert Bava,Website,Closed Lost,Kolkata,27.0,Female,Individual Health,14524.0,6.0,Vikram Joshi,2024-10-08
LEAD0015,Aadhya Mann,Google Ads,Closed Lost,Delhi,35.0,Male,Group Health,52730.0,5.0,Vikram Joshi,2024-09-13
LEAD0253,Ethan Hayer,Social Media,Closed Lost,Delhi,41.0,Female,Senior Citizen,43755.0,4.0,Deepa Iyer,2024-03-14
LEAD0239,Abdul Mital,Direct Agent,Quote Sent,Delhi,41.0,Female,Family Floater,21904.0,1.0,Karan Mehta,2023-06-04
LEAD0121,Yashodhara Rege,Direct Agent,Negotiation,Ahmedabad,71.0,Female,Family Floater,25044.0,1.0,Sneha Reddy,2024-04-15
LEAD0286,Reva Golla,Agent Referral,Contacted,Indore,52.0,Male,Critical Illness,10528.0,6.0,Karan Mehta,2024-09-09
LEAD0555,Faraj Mandal,Social Media,Lead,Ahmedabad,25.0,Female,Individual Health,13650.0,3.0,Priya Nair,2023-10-29
LEAD0197,Anvi Ray,Website,Closed Won,Kolkata,55.0,Male,Senior Citizen,39874.0,2.0,Rajesh Sharma,2023-09-18
LEAD0346,Aayush Setty,Direct Agent,Quote Sent,Pune,59.0,Female,Senior Citizen,40829.0,4.0,Priya Nair,2024-09-12
LEAD0546,Rachit Bahri,Walk-in,Closed Lost,Pune,63.0,Female,Senior Citizen,51687.0,7.0,Amit Verma,2023-06-29
LEAD0251,Chavvi Sura,Other,Quote Sent,Kolkata,39.0,Male,Family Floater,28107.0,4.0,Karan Mehta,2024-03-27
LEAD0646,Vinaya Shah,Agent Referral,Lead,Ahmedabad,53.0,Male,Individual Health,19974.0,6.0,Priya Nair,2023-10-12
LEAD0809,Raghav Mahajan,Google Ads,Lead,Delhi,31.0,Female,Group Health,68424.0,6.0,Priya Nair,2024-08-15
LEAD0413,Ekavir Puri,Direct Agent,Contacted,Lucknow,48.0,Female,Individual Health,15999.0,5.0,Rajesh Sharma,2023-08-24
LEAD0486,Samarth Bahl,Unknown,Closed Lost,Unknown,30.0,Male,Individual Health,6482.0,2.0,Priya Nair,2024-02-01
LEAD0431,Vrishti Sehgal,Website,Contacted,Nagpur,33.0,Female,Critical Illness,23498.0,4.0,Anjali Singh,2023-06-03
LEAD0773,Jonathan Sankaran,Website,Closed Lost,Lucknow,36.0,Male,Individual Health,8518.0,2.0,Anjali Singh,2023-05-23
LEAD0748,Megha Pradhan,Google Ads,Negotiation,Chennai,41.0,Male,Individual Health,12632.0,0.0,Deepa Iyer,2023-01-27
LEAD0291,Chandani Narain,Direct Agent,Closed Won,Nagpur,32.0,Female,Individual Health,8522.0,5.0,Priya Nair,2023-08-08
LEAD0017,Xiti Rama,Website,Closed Won,Bengaluru,39.0,Male,Individual Health,6964.0,4.0,Rajesh Sharma,2024-10-08
LEAD0159,Zaitra Viswanathan,Website,Negotiation,Mumbai,18.0,Female,Family Floater,11285.0,4.0,Vikram Joshi,2024-09-18
LEAD0244,Panini Bhalla,Agent Referral,Closed Won,Nagpur,52.0,Female,Individual Health,10275.0,1.0,Priya Nair,2023-11-30
LEAD0067,Ayushman Ramanathan,Website,Quote Sent,Pune,30.0,Female,Family Floater,15738.0,5.0,Rajesh Sharma,2024-05-04
LEAD0904,Ekapad Murty,Direct Agent,Closed Won,Kolkata,18.0,Male,Individual Health,8164.0,4.0,Vikram Joshi,2024-12-11
LEAD0360,Jeevika Mani,Google Ads,Closed Won,Delhi,45.0,Male,Group Health,53139.0,6.0,Rajesh Sharma,2023-08-17
LEAD0931,Ranbir Agrawal,Direct Agent,Closed Won,Hyderabad,63.0,Male,Senior Citizen,49114.0,3.0,Vikram Joshi,2024-11-16
LEAD0632,Dayamai Tiwari,Email Campaign,Quote Sent,Kolkata,40.0,Male,Individual Health,10451.0,3.0,Sneha Reddy,2023-05-18
LEAD0505,Netra Hegde,Agent Referral,Lead,Ahmedabad,43.0,Male,Critical Illness,17718.0,4.0,Anjali Singh,2023-11-02
LEAD0473,Urmi Zacharia,Direct Agent,Negotiation,Lucknow,39.0,Male,Critical Illness,8122.0,2.0,Suresh Pillai,2023-08-21
LEAD0941,Chaitaly Sahota,Website,Negotiation,Pune,30.0,Female,Critical Illness,73671.047048308,2.0,Suresh Pillai,2023-08-05
LEAD0578,Chaman Bhandari,Google Ads,Quote Sent,Delhi,54.0,Male,Individual Health,19156.0,1.0,Sneha Reddy,2023-07-18
LEAD0958,Aryan Karan,Google Ads,Closed Lost,Pune,18.0,Female,Family Floater,11866.0,1.0,Amit Verma,2024-10-09
LEAD0522,Laksh Kulkarni,Google Ads,Contacted,Lucknow,34.0,Male,Individual Health,19974.0,8.0,Rajesh Sharma,2024-09-29
LEAD0854,Falan Sule,Direct Agent,Closed Won,Mumbai,41.0,Female,Family Floater,13571.0,3.0,Amit Verma,2023-04-12
LEAD0531,Lavanya Kumar,Google Ads,Contacted,Surat,36.0,Female,Critical Illness,11199.0,4.0,Vikram Joshi,2023-11-30
LEAD0409,Veer Choudhury,Direct Agent,Closed Won,Kolkata,46.0,male,Critical Illness,12925.0,5.0,Amit Verma,2024-08-26
LEAD0666,Urishilla Sodhi,Walk-in,Closed Won,Delhi,60.0,Male,Group Health,114167.0,5.0,Meena Gupta,2024-09-04
LEAD0852,Pavani Majumdar,Unknown,Contacted,Mumbai,24.0,Male,Individual Health,8093.0,3.0,Amit Verma,2023-12-08
LEAD0433,Hema Mallick,Agent Referral,Closed Won,Jaipur,45.0,Male,Critical Illness,18397.0,6.0,Deepa Iyer,2024-04-05
LEAD0432,Daksh De,Email Campaign,Negotiation,Unknown,41.0,Male,Family Floater,19009.0,6.0,Anjali Singh,2023-11-04
LEAD0485,Ati Merchant,Agent Referral,Quote Sent,Patna,41.0,Male,Individual Health,9191.0,3.0,Amit Verma,2024-02-07
LEAD0152,Praneel Sha,Other,Quote Sent,Hyderabad,34.0,Female,Individual Health,15296.0,0.0,Meena Gupta,2023-03-18
LEAD0328,Gaurika Nori,Website,Closed Lost,Ahmedabad,43.0,Female,Individual Health,10135.0,3.0,Anjali Singh,2023-08-18
LEAD0257,Meera Goswami,Walk-in,Closed Won,Bengaluru,24.0,Male,Family Floater,12321.0,4.0,Amit Verma,2023-01-03
LEAD0312,Dalbir Prabhu,Google Ads,Closed Won,Chennai,49.0,Male,Individual Health,13513.0,3.0,Priya Nair,2024-01-26
LEAD0784,Yashawini Vig,Direct Agent,Closed Won,Surat,33.0,Male,Family Floater,12875.0,4.0,Vikram Joshi,2024-04-18
LEAD0305,Champak Nori,Agent Referral,Contacted,Mumbai,56.0,Male,Senior Citizen,67991.0,0.0,Anjali Singh,2023-01-02
LEAD0414,Megha Pant,Social Media,Closed Won,Lucknow,53.0,Male,Family Floater,34000.0,7.0,Rajesh Sharma,2024-02-03
LEAD0134,Ekani Manne,Walk-in,Closed Won,Bengaluru,41.0,Male,Individual Health,8025.0,4.0,Priya Nair,2023-05-21
LEAD0032,Nathaniel Golla,Agent Referral,Closed Won,Jaipur,56.0,Female,Individual Health,11147.0,7.0,Vikram Joshi,2024-03-16
LEAD0766,Charan Bhalla,Direct Agent,Closed Won,Bengaluru,44.0,Female,Individual Health,7350.0,2.0,Deepa Iyer,2024-01-03
LEAD0459,Tristan Mody,Website,Quote Sent,Ahmedabad,44.0,Female,Family Floater,16538.0,6.0,Sneha Reddy,2024-07-18
LEAD0162,Peter Sidhu,Walk-in,Closed Won,Hyderabad,31.0,Female,Critical Illness,15293.0,0.0,Priya Nair,2024-10-12
LEAD0340,Andrew Vaidya,Agent Referral,Closed Won,Mumbai,18.0,Male,Family Floater,14644.0,0.0,Amit Verma,2024-06-27
